pmid	year	journal	author	title	queries	pubtype
41621066	2026	Cell Rep	Ladewig EM	FOXA1 mutations co-opt nascent transcription factor networks in partnership with androgen receptor to enhance prostate tumorigenicity.	P3_lung_tf_names	Journal Article
41630162	2026	Brain	Lim Y	ARX mutation-associated interneuron defects provide insights into mechanisms underlying developmental epilepsies.	P3_lung_tf_names	Journal Article
41778891	2026	J Leukoc Biol	Ang AD	The CNC-bZIP transcription factor Nrf2 controls expression of matrix metalloproteases in murine macrophages.	P3_lung_tf_names	Journal Article
42244674	2026	bioRxiv	Madriles F	GATA4 loss promotes mutant Kras-driven pancreatic ductal adenocarcinoma in the absence of canonical precursor lesions.	P3_lung_tf_names	Journal Article;Preprint
42582899	2026	Transl Lung Cancer Res	Pan D	FOXA1 drives chemoresistance through activating Wnt pathway in small cell lung cancer.	P3_lung_tf_names	Journal Article
42576611	2026	Plant J	Guo K	The transcription factor ZmMYB3R targets CYCB1;2 to modulate maize drought tolerance.	P3_lung_tf_names	Journal Article
42567470	2026	Cancer Lett	Zou G	Pharmacologic Inhibition of SOX9-CDK4 by CYD-4-61 Impairs Gastric Adenocarcinoma Growth and Amplifies Anti-PD-1 Response.	P3_lung_tf_names	Journal Article
42563137	2026	New Phytol	Han Q	Maize ZmMYB59 inhibits post-germinative shoot and root elongation through ZmGA2ox3/10-mediated gibberellin catabolism.	P3_lung_tf_names	Journal Article
42562296	2026	Chem Biol Interact	Jin S	Prenatal dexamethasone exposure programs male offspring subfertility via GR/HDAC6/CTSL-mediated spermatogonial autophagic flux blockade.	P3_lung_tf_names	Journal Article
42557471	2026	Histochem Cell Biol	Lin Z	YAP/TEAD complex restricts H3K27ac deposition to suppress testosterone synthesis in adult Leydig cells.	P3_lung_tf_names	Journal Article
42544574	2026	J Clin Invest	Moreno-Vega A	FGFR3-driven gene regulatory network analysis reveals a protumoral role for p63 in luminal bladder tumors.	P3_lung_tf_names	Journal Article
42531608	2026	Adv Sci (Weinh)	Wang C	Renal Tubular Epithelial CRLF1 Interacts With ITGB1 to Accelerate Fibrosis During the Transition From AKI to CKD.	P3_lung_tf_names	Journal Article
42528284	2026	J Diabetes Investig	Wu G	The miR-145-5p/NRF2/SLC7A11 axis regulates ferroptosis-mediated renal tubular epithelial cell injury in diabetic nephropathy.	P3_lung_tf_names	Journal Article
42525141	2026	J Mol Histol	Zheng M	SOX9 knockdown alleviates Aβ1‑42‑induced neuroinflammation by regulating microglial polarization via inactivation of the ASK1/JNK signaling pathway.	P3_lung_tf_names	Journal Article
42522267	2026	Stem Cells Transl Med	Liu Y	Lysine methyltransferase methyltransferase-like 13 regulates bone marrow mesenchymal stem cells osteo-adipogenic differentiation and senescence in osteoporosis via the Foxa1/HES-1 axis.	P3_lung_tf_names	Journal Article;Research Support, Non-U.S. Gov't
42520393	2026	Plant Physiol	Yi X	Epigenetic regulation and transcriptional divergence underpin lignification in rapidly growing Moso bamboo.	P3_lung_tf_names	Journal Article
42501550	2026	Phytomedicine	Chen J	Bruceine A ameliorates hepatic steatosis and oxidative stress in alcoholic liver disease by activating Farnesoid X receptor to upregulate forkhead box A2 expression.	P3_lung_tf_names	Journal Article
42501233	2026	Hum Cell	Wang Y	GATA6-mediated transcriptional activation and METTL3/IGF2BP2-dependent post-transcriptional stabilization upregulate CDC20 to promote the malignant progression of colorectal cancer and immune escape.	P3_lung_tf_names	Journal Article
42492263	2026	Phytomedicine	Gao Y	Dihydroartemisinin promotes ABCG5/G8-mediated cholesterol efflux to potentiate anti-PD-1 therapy through YAP1-TEAD1 complex disruption in hepatocellular carcinoma.	P3_lung_tf_names	Journal Article
42487124	2026	Genome Biol	Cao H	Decoding 3D chromatin architecture reveals distinct enhancer classes underlying hierarchical gene regulation in prostate cancer.	P3_lung_tf_names	Journal Article
42481953	2026	Biol Proced Online	Xie D	Huangjing Jiangzhi Granules Ameliorate Nonalcoholic Fatty Liver Disease by Activating the FOXA1-DERL1 Regulatory Axis to Suppress Lipid Accumulation, Endoplasmic Reticulum Stress, and Apoptosis.	P3_lung_tf_names	Journal Article
42473729	2026	Microbiol Immunol	Xu Z	Hepatitis C Virus Enhances Lysosome-Associated Membrane Protein 2 A Transcription Through Nuclear Factor Erythroid 2-Related Factor 2 to Support Viral Replication.	P3_lung_tf_names	Journal Article
42472504	2026	Plant Physiol Biochem	Luo M	Regulatory effects of Pl1 on anthocyanin biosynthesis in maize basal leaf sheaths and the underlying molecular mechanism.	P3_lung_tf_names	Journal Article
42469432	2026	Int J Obes (Lond)	Zhao S	Sleeve gastrectomy induces adipose browning via suppression of Asprosin and activation of the ATF3-Nrf2/HO-1 axis.	P3_lung_tf_names	Journal Article
42463888	2026	Nat Genet	Wang S	Pioneer transcription factors direct tissue-specific cohesin chromatin entry and three-dimensional genome organization.	P3_lung_tf_names	Journal Article
42455627	2026	J Gen Virol	El-Mayet FS	Bovine α-herpesvirus 1 replication and immediate early transcription unit 1 promoter are jointly stimulated by glucocorticoid receptor and DNA-dependent ATPases.	P3_lung_tf_names	Journal Article
42447568	2026	Transl Oncol	Wang C	Unveiling the conversion mechanism of glioblastoma from the mesenchymal to the proneural subtype driven by HDAC1/p-SMAD3-TP53I11 axis.	P3_lung_tf_names	Journal Article
42400660	2026	J Gastroenterol	Feng Z	Enhanced COMP expression induced by Helicobacter pylori drives gastric cancer progression by NOTCH2/SMAD3 pathway.	P3_lung_tf_names	Journal Article
42382461	2026	Hortic Res	Zhao L	AcGLK2 involves anthocyanin biosynthesis via bidirectionally modulating expression of MYB transcription factors in Actinidia chinensis.	P3_lung_tf_names	Journal Article
42374588	2026	New Phytol	Zhao H	BpMYB73 regulates long noncoding RNA BplncW20 to improve drought tolerance by mediating ROS scavenging in Betula platyphylla.	P3_lung_tf_names	Journal Article
42365698	2026	Phytomedicine	Zhu H	Targeting PHKA2 by Thymol alleviates sepsis induced cardiomyocyte pyroptosis via FOXA1/KLF4-mediated macrophage polarization.	P3_lung_tf_names	Journal Article
42364861	2026	Cell Signal	Zhang B	PDK4-dependent lactate production and lactylation promote renal calcium oxalate crystal-induced EMT and mitochondrial dysfunction via the TGF-β/SMAD3/GPX4 axis.	P3_lung_tf_names	Journal Article
42351196	2026	Cell Div	Gao F	Transcription factor FOXA1 suppresses ferroptosis of cervical cancer cells by upregulating SLC7A11 expression.	P3_lung_tf_names	Journal Article
42337619	2026	J Transl Med	Sheng J	SFRP2 drives aerobic glycolysis and tumor progression in ovarian cancer by transcriptional upregulation of PTK2B.	P3_lung_tf_names	Journal Article
42329073	2026	Autophagy	Xu Y	Chaperone-mediated autophagy reprograms heterogeneous subsets of activated macrophages in immune thrombocytopenia.	P3_lung_tf_names	Journal Article
42320185	2026	Poult Sci	Lin X	DMRT2 participates in chicken gonadal development by regulating CHUK and SOX9-mediated cell proliferation and apoptosis.	P3_lung_tf_names	Journal Article
42319071	2026	Chem Biol Drug Des	Liang C	Revealing the Action Mechanism of the FOXA2-LAMC2 Axis in Driving Cisplatin Resistance of Head and Neck Squamous Cell Carcinoma via Based Multi-Omic Analysis and Experimental Validation.	P3_lung_tf_names	Journal Article
42307773	2026	Cell Mol Life Sci	Lambertini E	Participation of the purinergic P2X7 receptor in molecular complexes in the nucleus of human chondrocytes.	P3_lung_tf_names	Journal Article
42305913	2026	Front Physiol	Song K	Sodium butyrate attenuates D-galactose-induced cellular senescence in WI-38 fibroblasts in vitro via modulation of HDAC activity, Nrf2/ARE pathway, and p53/p21/p16 signaling.	P3_lung_tf_names	Journal Article
42289849	2026	Biosci Rep	Sengupta D	A peripheral blood-based approach involving vimentin along with AURKA enabled efficient tracking of elusive Oct4/Sox2-expressing disseminated breast cancer stem cells.	P3_lung_tf_names	Journal Article
42289606	2026	J Mol Med (Berl)	Ren D	Oleanolic acid modulates neuronal regeneration through KLF5-mediated FGF13 mRNA degradation to alleviate Alzheimer's disease-like cognitive dysfunction.	P3_lung_tf_names	Journal Article
42288534	2026	Cell Death Dis	Liu S	Core transcriptional regulatory circuitry identified from patient-derived tumor cells provides a specific vulnerability for rhabdomyosarcoma.	P3_lung_tf_names	Journal Article
42274531	2026	Biology (Basel)	Wu F	EZH2 Regulates the Pluripotency of Mouse Embryonic Stem Cells by Modulating Nanog Expression Under PKC Inhibition.	P3_lung_tf_names	Journal Article
42273728	2026	Arterioscler Thromb Vasc Biol	Kowalewska PM	Microfibril Denudation Marks Early Aortic Vulnerability in SMAD3 Variant Carriers: A Multigenerational Study.	P3_lung_tf_names	Journal Article
42243539	2026	Commun Biol	Zhang G	NR3C1/PRKACG-mediated impairment of mitochondrial quality control underlies stress-induced hypothalamic neuronal injury.	P3_lung_tf_names	Journal Article
42239264	2026	bioRxiv	Nakamura R	YAP/TAZ inhibition refines TGF-β signaling to prevent laryngeal fibrosis.	P3_lung_tf_names	Journal Article;Preprint
42210377	2026	Biol Direct	Ciuffoli V	A novel TAp63γ-Airn regulatory axis governs early myogenic gene networks.	P3_lung_tf_names	Journal Article
42197719	2026	Plants (Basel)	Yin Y	Integrated RNA-Seq and DAP-Seq Analyses Identify a DntMYB1-Centered Regulatory Module Controlling Purple Flower Formation in Nobile-Type Dendrobium.	P3_lung_tf_names	Journal Article
42195004	2026	Genes (Basel)	Lukic D	Integrated Evolutionary and Multi-Omic Analysis of STAT Family Activation Across Solid Tumors.	P3_lung_tf_names	Journal Article
42159303	2026	FASEB J	Tu W	Pirfenidone Elevates GLIS1 by Disrupting the USP7/DNMT1 Complex and Alleviates Renal Fibrosis in Diabetic Kidney Disease Through ROS Reduction and TGF-β1/Smad Signaling Inhibition.	P3_lung_tf_names	Journal Article
42153663	2026	Autophagy	Wang W	Mechanical stress-mediated ferritinophagy aggravates cartilage endplate degeneration via a PIEZO1-NCOA4-ZBP1 axis.	P3_lung_tf_names	Journal Article
42146694	2026	bioRxiv	Terekhanova NV	Reactivation of a TAL1 progenitor cell enhancer region by non-coding somatic variants in T-lineage acute lymphoblastic leukemia.	P3_lung_tf_names	Journal Article;Preprint
42146427	2026	bioRxiv	Brinkman JA	Chromatin State Distinguishes Injury-Responsive from State-Stabilizing Transcriptional Programs in Hybrid Hepatocytes.	P3_lung_tf_names	Journal Article;Preprint
42138271	2026	J Biochem Mol Toxicol	Siwei L	Sleep Deprivation Inhibits CD8(+) T Cell Function by Elevating Galectin-9 Expression in Colorectal Cancer Cells.	P3_lung_tf_names	Journal Article
42137245	2026	Front Genet	Wang Z	RUNX1-mediated repression of miR-24 promotes hepatic stellate cell activation and liver fibrosis by targeting the ALK4/Smad3 signaling pathway.	P3_lung_tf_names	Journal Article
42128145	2026	J Nutr Biochem	Zhu Y	Time-restricted feeding alleviates heat stress-induced liver ferroptosis in piglets via nuclear receptor NR1D1-mediated transcription modulation.	P3_lung_tf_names	Journal Article
42128070	2026	Free Radic Biol Med	Yuan C	BHLHE40 drives ferroptosis in Escherichia coli-induced endometrial injury by recruiting HDAC1 to repress CPT1B and impair NRF2 signaling.	P3_lung_tf_names	Journal Article
42119910	2026	Brain Behav Immun	Yang JH	Chronic psychological stress potentiates IgE class switch recombination via glucocorticoid receptor-mediated epigenetic reprogramming of B cells.	P3_lung_tf_names	Journal Article
42106013	2026	Biochim Biophys Acta Mol Basis Dis	Li J	Curcumin suppresses HNSCC tumorigenesis through directly targeting FOSL1/JUN.	P3_lung_tf_names	Journal Article
42096331	2026	Cell Rep	Ward CJ	Glucocorticoid receptor and RUNX transcription factors cooperatively drive CD8 T cell dysfunction in human cancer.	P3_lung_tf_names	Journal Article
42089779	2026	Genes Cells	Suzuki H	POU5F1/OCT4 Attenuates Human LINE-1 Expression Levels in Induced Pluripotent Stem Cells.	P3_lung_tf_names	Journal Article
42086698	2026	Sci Rep	Alba B	SOX9 represses the human galectin-3 promoter in SW1353 cells: potential implications for osteoarthritis.	P3_lung_tf_names	Journal Article
42077186	2026	J Biochem Mol Toxicol	Peng J	Transcriptional Activation of SKA3 by SOX9 Promotes the Malignant Progression of Laryngeal Squamous Cell Carcinoma by Regulating AKR1C1.	P3_lung_tf_names	Journal Article
42070316	2026	Int Immunopharmacol	Yao Z	Electroacupuncture modulates P300-mediated STAT6/PPARγ binding to promote M2 polarization of microglia following cerebral ischemic injury.	P3_lung_tf_names	Journal Article
42057143	2026	Cell Commun Signal	Wu S	UNC5B activates hepatic stellate cells and promotes liver fibrosis via FAK.	P3_lung_tf_names	Journal Article
42050304	2026	J Mol Histol	Han R	Estrogen promotes osteogenesis via YAP1-driven activation of ERα orchestrated through TEAD1 binding to the ERα promoter.	P3_lung_tf_names	Journal Article
42046804	2026	J Transl Int Med	Li B	Lactate modulates microglial M2 polarization via H3K9 lactylation in ischemic stroke.	P3_lung_tf_names	Journal Article
42019757	2026	Exp Cell Res	Dorna D	The combinations of histone lysine demethylase inhibitors with panobinostat exert enhanced effects against head and neck cancer cells.	P3_lung_tf_names	Journal Article
42016314	2026	iScience	Pouwels SD	A comprehensive multi-omics and functional study of evolutionary adaptive responses to smoke.	P3_lung_tf_names	Journal Article
42006013	2026	Bioact Mater	Sun Y	Metformin alleviates aging-associated periodontitis via NRF2-mediated restoration of the IRE1α dependent unfolded protein response.	P3_lung_tf_names	Journal Article
41999677	2026	Biomed Pharmacother	Yi J	Dexamethasone attenuates TNF-α-induced ototoxicity via Peroxiredoxin 6 upregulation in murine auditory hair cells and cochlea of noise-exposed mice.	P3_lung_tf_names	Journal Article
41993611	2026	Theranostics	Sun X	Discovery of a novel Nrf2 activator that modulates mitochondrial function in neurons by regulating DHRS3-Nrf2 interaction after ischemic stroke.	P3_lung_tf_names	Journal Article
41981140	2026	Br J Cancer	Wang Y	Notch signaling governs colorectal cancer metastasis via transcriptional control of TGF-β effectors SMAD2/SMAD3.	P3_lung_tf_names	Journal Article
41937552	2026	Plant J	Luo TT	Activation of ethylene biosynthetic gene MaACS1 by RING-H2-type E3 ligase MaRHA2A1-mediated ubiquitin-proteasomal degradation of MaMYB73 during banana fruit ripening.	P3_lung_tf_names	Journal Article
41929190	2026	bioRxiv	Vance JK	Glucocorticoid signaling regulates expression of the EBI3 subunit of IL-27 in neonatal macrophages: Implications for antenatal corticosteroid therapy.	P3_lung_tf_names	Journal Article;Preprint
41928626	2026	Clin Mol Hepatol	Kim M	Co-repression of Yap1 and Sox9 abrogates established cholangiocarcinoma by eliminating transcriptional compensation.	P3_lung_tf_names	Journal Article
41920409	2026	Cell Oncol (Dordr)	Liu C	Transcriptional repression of TGFB2-AS1 by GATA6 drives triple-negative breast cancer metastasis.	P3_lung_tf_names	Journal Article
41919224	2026	Front Pharmacol	Cui Y	BRG1 exacerbates myocardial fibrosis after myocardial infarction by interacting with ZEB1.	P3_lung_tf_names	Journal Article
