pmid	year	journal	type	queries	title
35134344	2022	Dev Cell	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't	Q5_lung_chipseq_tf	Epigenetic basis of oncogenic-Kras-mediated epithelial-cellular proliferation and plasticity.
36302319	2022	Redox Biol	Journal Article	Q8_ipf_tf	Inhibition of ferroptosis and iron accumulation alleviates pulmonary fibrosis in a bleomycin model.
36291740	2022	Biomolecules	Journal Article;Research Support, N.I.H., Extramural	Q8_ipf_tf	Molecular Regulation of Heme Oxygenase-1 Expression by E2F Transcription Factor 2 in Lung Fibroblast Cells: Relevance to Idiopathic Pulmonary Fibrosis.
36230977	2022	Cells	Journal Article;Research Support, Non-U.S. Gov't	Q8_ipf_tf	Effect of Hypoxia in the Transcriptomic Profile of Lung Fibroblasts from Idiopathic Pulmonary Fibrosis.
36230900	2022	Cells	Journal Article;Review;Research Support, Non-U.S. Gov't	Q8_ipf_tf	Functional Repercussions of Hypoxia-Inducible Factor-2α in Idiopathic Pulmonary Fibrosis.
36197151	2022	Egypt J Immunol	Journal Article	Q8_ipf_tf	Association of Forkhead Box O3a (FOXO3a) single - nucleotide polymorphism with bronchial asthma in Egyptian population.
36082495	2022	Clin Respir J	Journal Article;Review	Q8_ipf_tf	The potential role of interleukin (IL)-25/IL-33/thymic stromal lymphopoietin (TSLP) on the pathogenesis of idiopathic pulmonary fibrosis.
35964659	2022	Eur J Pharmacol	Journal Article	Q8_ipf_tf	Eucalyptol prevents bleomycin-induced pulmonary fibrosis and M2 macrophage polarization.
35792448	2022	Phytomedicine	Journal Article	Q8_ipf_tf	Integrated RNA-sequencing and network pharmacology approach reveals the protection of Yiqi Huoxue formula against idiopathic pulmonary fibrosis by interfering with core transcription factors.
35782526	2022	Front Mol Med	Journal Article	Q8_ipf_tf	Selective Inhibition of Bromodomain-Containing Protein 4 Reduces Myofibroblast Transdifferentiation and Pulmonary Fibrosis.
35734766	2022	Biol Methods Protoc	Journal Article	Q8_ipf_tf	MLBioIGE: integration and interplay of machine learning and bioinformatics approach to identify the genetic effect of SARS-COV-2 on idiopathic pulmonary fibrosis patients.
35656117	2022	Aging Dis	Journal Article;Review	Q8_ipf_tf	Ongoing Clinical Trials in Aging-Related Tissue Fibrosis and New Findings Related to AhR Pathways.
35626663	2022	Cells	Journal Article;Review;Research Support, Non-U.S. Gov't	Q8_ipf_tf	Targeting Histone Deacetylases in Idiopathic Pulmonary Fibrosis: A Future Therapeutic Option.
35522243	2022	FASEB J	Journal Article;Research Support, Non-U.S. Gov't	Q8_ipf_tf	Canonical and noncanonical regulatory roles for JAK2 in the pathogenesis of rheumatoid arthritis-associated interstitial lung disease and idiopathic pulmonary fibrosis.
35427207	2022	Autophagy	Journal Article;Research Support, Non-U.S. Gov't	Q8_ipf_tf	ATF3 -activated accelerating effect of LINC00941/lncIAPF on fibroblast-to-myofibroblast differentiation by blocking autophagy depending on ELAVL1/HuR in pulmonary fibrosis.
35420997	2022	JCI Insight	Journal Article;Research Support, U.S. Gov't, Non-P.H.S.;Research Support, N.I.H., Extramural	Q8_ipf_tf	Sine oculis homeobox homolog 1 plays a critical role in pulmonary fibrosis.
35276128	2022	Toxicol Appl Pharmacol	Journal Article;Research Support, Non-U.S. Gov't	Q8_ipf_tf	Arsenic trioxide inhibits the functions of lung fibroblasts derived from patients with idiopathic pulmonary fibrosis.
35185901	2022	Front Immunol	Journal Article;Research Support, Non-U.S. Gov't	Q8_ipf_tf	S100A12 as Biomarker of Disease Severity and Prognosis in Patients With Idiopathic Pulmonary Fibrosis.
35063449	2022	Chest	Journal Article;Research Support, U.S. Gov't, Non-P.H.S.;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't	Q8_ipf_tf	BAL Transcriptomes Characterize Idiopathic Pulmonary Fibrosis Endotypes With Prognostic Impact.
35048404	2022	J Cell Physiol	Journal Article	Q8_ipf_tf	Inhibition of RUNX1 blocks the differentiation of lung fibroblasts to myofibroblasts.
36575422	2022	Cell Commun Signal	Video-Audio Media;Journal Article;Research Support, Non-U.S. Gov't	Q9_copd_asthma_tf	Bioinformatic analysis and preliminary validation of potential therapeutic targets for COVID-19 infection in asthma patients.
36518751	2022	Front Immunol	Journal Article;Research Support, Non-U.S. Gov't	Q9_copd_asthma_tf	Regulation and directed inhibition of ECP production by human neutrophils.
36426982	2022	J Immunol	Journal Article;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, Non-P.H.S.	Q9_copd_asthma_tf	STAT6-IP-Dependent Disruption of IL-33-Mediated ILC2 Expansion and Type 2 Innate Immunity in the Murine Lung.
36364420	2022	Molecules	Journal Article;Review	Q9_copd_asthma_tf	Hydrolyzable Tannins in the Management of Th1, Th2 and Th17 Inflammatory-Related Diseases.
36338941	2022	Inform Med Unlocked	Journal Article	Q9_copd_asthma_tf	Severity of COVID-19 patients with coexistence of asthma and vitamin D deficiency.
36264868	2022	PLoS One	Journal Article;Research Support, Non-U.S. Gov't	Q9_copd_asthma_tf	Identification of miRNA-mRNA-TFs regulatory network and crucial pathways involved in asthma through advanced systems biology approaches.
36211429	2022	Front Immunol	Journal Article;Research Support, Non-U.S. Gov't	Q9_copd_asthma_tf	Bioinformatics and systems-biology analysis to determine the effects of Coronavirus disease 2019 on patients with allergic asthma.
36159836	2022	Front Immunol	Journal Article;Review;Research Support, Non-U.S. Gov't	Q9_copd_asthma_tf	Local Immunoglobulin E in nasal polyps: Role and modulation.
36118092	2022	Evid Based Complement Alternat Med	Journal Article	Q9_copd_asthma_tf	Network Pharmacology and Experimental Verification Revealed the Mechanism of Yiqi Jianpi Recipe on Chronic Obstructive Pulmonary Disease.
36059165	2022	Endokrynol Pol	Journal Article	Q9_copd_asthma_tf	Exploration of the main active components and pharmacological mechanism of Yerba Mate based on network pharmacology.
35747501	2022	Biomed Res Int	Journal Article	Q9_copd_asthma_tf	Bioinformatics Approach Predicts Candidate Targets for SARS-CoV-2 Infections to COPD Patients.
35696287	2022	Pharmacogenet Genomics	Journal Article;Research Support, Non-U.S. Gov't	Q9_copd_asthma_tf	Genome-wide DNA methylation profile of peripheral blood lymphocytes from subjects with nonsteroidal anti-inflammatory drug-induced respiratory diseases.
35671886	2022	J Allergy Clin Immunol	Meta-Analysis;Journal Article;Research Support, Non-U.S. Gov't	Q9_copd_asthma_tf	Identification of novel genes influencing eosinophil-specific protein levels in asthma families.
35578269	2022	Respir Res	Journal Article	Q9_copd_asthma_tf	Th1 cytokines synergize to change gene expression and promote corticosteroid insensitivity in pediatric airway smooth muscle.
35436029	2022	FASEB J	Journal Article	Q9_copd_asthma_tf	Macrophage programming is regulated by a cooperative interaction between fatty acid binding protein 5 and peroxisome proliferator-activated receptor γ.
35431545	2022	Int J Chron Obstruct Pulmon Dis	Journal Article	Q9_copd_asthma_tf	Autophagy Induced by BCL2-Related ceRNA Network Participates in the Occurrence of COPD.
35169275	2022	Sci Rep	Journal Article;Research Support, Non-U.S. Gov't	Q9_copd_asthma_tf	Identification of key genes and pathways between mild-moderate and severe asthmatics via bioinformatics analysis.
35093061	2022	Respir Res	Journal Article	Q9_copd_asthma_tf	Epithelial microRNA-30a-3p targets RUNX2/HMGB1 axis to suppress airway eosinophilic inflammation in asthma.
34998785	2022	Dev Biol	Journal Article;Research Support, N.I.H., Extramural	Q9_copd_asthma_tf	E3 ubiquitin ligase FBXW7 balances airway cell fates.
36600652	2022	J Immunother Cancer	Journal Article;Research Support, Non-U.S. Gov't;Research Support, N.I.H., Extramural	Q10_lung_cancer_tf_network	SP140 inhibits STAT1 signaling, induces IFN-γ in tumor-associated macrophages, and is a predictive biomarker of immunotherapy response.
36581580	2022	Zhejiang Da Xue Xue Bao Yi Xue Ban	Review;Journal Article	Q10_lung_cancer_tf_network	Research progress and therapeutic prospect of PHF5A acting as a new target for malignant tumors.
36551704	2022	Cancers (Basel)	Journal Article	Q10_lung_cancer_tf_network	Comprehensive Analysis of DMRT3 as a Potential Biomarker Associated with the Immune Infiltration in a Pan-Cancer Analysis and Validation in Lung Adenocarcinoma.
36550923	2022	Medicine (Baltimore)	Review;Journal Article	Q10_lung_cancer_tf_network	Identification of prognostic values of the transcription factor-CpG-gene triplets in lung adenocarcinoma: A narrative review.
36523982	2022	Front Oncol	Journal Article	Q10_lung_cancer_tf_network	Single-cell analyses reveal the therapeutic effects of ATHENA and its mechanism in a rhabdomyosarcoma patient.
36435510	2022	Aging (Albany NY)	Journal Article;Research Support, Non-U.S. Gov't	Q10_lung_cancer_tf_network	Prognostic value and immunological role of FOXM1 in human solid tumors.
36404510	2022	Arch Iran Med	Journal Article	Q10_lung_cancer_tf_network	The Role of CEP55 Expression in Tumor Immune Response and Prognosis of Patients with Non-small Cell lung Cancer.
36399857	2022	Comput Biol Med	Journal Article;Research Support, Non-U.S. Gov't	Q10_lung_cancer_tf_network	Explore the mechanism and substance basis of Mahuang FuziXixin Decoction for the treatment of lung cancer based on network pharmacology and molecular docking.
36389112	2022	Biomed Res Int	Journal Article	Q10_lung_cancer_tf_network	Significance of Spliceosome-Related Genes in the Prediction of Prognosis and Treatment Strategies for Lung Adenocarcinoma.
36304306	2022	Front Bioinform	Journal Article	Q10_lung_cancer_tf_network	Identification of Master Regulators Driving Disease Progression, Relapse, and Drug Resistance in Lung Adenocarcinoma.
36291831	2022	Cancers (Basel)	Journal Article	Q10_lung_cancer_tf_network	An Expanded Interplay Network between NF-κB p65 (RelA) and E2F1 Transcription Factors: Roles in Physiology and Pathology.
36188260	2022	ACS Omega	Journal Article	Q10_lung_cancer_tf_network	Gefitinib Inhibits Rifampicin-Induced CYP3A4 Gene Expression in Human Hepatocytes.
36175921	2022	Biomark Res	Journal Article;Review	Q10_lung_cancer_tf_network	Dysfunction and ceRNA network of the tumor suppressor miR-637 in cancer development and prognosis.
36171861	2022	Cancer Manag Res	Journal Article	Q10_lung_cancer_tf_network	Identification of Key Genes and FUNCTIONAL Pathway in Radioresistance of Non-Small Cell Lung Cancer.
36121385	2022	Mol Cancer Ther	Journal Article;Research Support, N.I.H., Extramural	Q10_lung_cancer_tf_network	Anticancer Activity of ST101, A Novel Antagonist of CCAAT/Enhancer Binding Protein β.
36118871	2022	Front Genet	Journal Article	Q10_lung_cancer_tf_network	Pan-cancer analysis of forkhead box Q1 as a potential prognostic and immunological biomarker.
36084949	2022	Aging (Albany NY)	Journal Article;Research Support, Non-U.S. Gov't	Q10_lung_cancer_tf_network	Multifaceted investigation underlies diverse mechanisms contributing to the downregulation of Hedgehog pathway-associated genes INTU and IFT88 in lung adenocarcinoma and uterine corpus endometrial carcinoma.
36077264	2022	Int J Mol Sci	Journal Article	Q10_lung_cancer_tf_network	Analysis of Dormancy-Associated Transcriptional Networks Reveals a Shared Quiescence Signature in Lung and Colorectal Cancer.
36032660	2022	Pathol Oncol Res	Journal Article	Q10_lung_cancer_tf_network	Identification of Hub Genes of Lung Adenocarcinoma Based on Weighted Gene Co-Expression Network in Chinese Population.
35993027	2022	Oxid Med Cell Longev	Journal Article	Q10_lung_cancer_tf_network	GATA3 Exerts Distinct Transcriptional Functions to Regulate Radiation Resistance in A549 and H1299 Cells.
35928802	2022	Oncol Lett	Journal Article	Q10_lung_cancer_tf_network	HS-1793 inhibits cell proliferation in lung cancer by interfering with the interaction between p53 and MDM2.
35885958	2022	Genes (Basel)	Journal Article	Q10_lung_cancer_tf_network	Identification of the Key miRNAs and Genes Associated with the Regulation of Non-Small Cell Lung Cancer: A Network-Based Approach.
35844795	2022	Int J Biol Sci	Journal Article;Research Support, Non-U.S. Gov't	Q10_lung_cancer_tf_network	E2F2 promotes lung adenocarcinoma progression through B-Myb- and FOXM1-facilitated core transcription regulatory circuitry.
35676421	2022	Sci Rep	Journal Article	Q10_lung_cancer_tf_network	Drug repositioning in non-small cell lung cancer (NSCLC) using gene co-expression and drug-gene interaction networks analysis.
35605790	2022	Biochim Biophys Acta Mol Cell Res	Journal Article;Research Support, Non-U.S. Gov't	Q10_lung_cancer_tf_network	Autophagy regulates transforming growth factor β signaling and receptor trafficking.
35596703	2022	Mol Carcinog	Journal Article;Research Support, Non-U.S. Gov't	Q10_lung_cancer_tf_network	Functional characterization and clinical significance of super-enhancers in lung adenocarcinoma.
35408505	2022	Molecules	Journal Article	Q10_lung_cancer_tf_network	Reduced HIF-1α Stability Induced by 6-Gingerol Inhibits Lung Cancer Growth through the Induction of Cell Death.
35331302	2022	Epigenetics Chromatin	Journal Article;Research Support, Non-U.S. Gov't	Q10_lung_cancer_tf_network	Pan-cancer predictions of transcription factors mediating aberrant DNA methylation.
35254116	2022	Int J Biol Markers	Journal Article	Q10_lung_cancer_tf_network	System analysis of FHIT in LUAD and LUSC: The expression, prognosis, gene regulation network, and regulation targets.
35184380	2022	Mol Oncol	Journal Article;Research Support, N.I.H., Extramural	Q10_lung_cancer_tf_network	CHML is an NRF2 target gene that regulates mTOR function.
35052618	2022	Antioxidants (Basel)	Journal Article	Q10_lung_cancer_tf_network	BAP1 Downregulates NRF2 Target Genes and Exerts Anti-Tumorigenic Effects by Deubiquitinating KEAP1 in Lung Adenocarcinoma.
34891118	2022	Biomed Pharmacother	Journal Article	Q10_lung_cancer_tf_network	Capsaicin inhibits HIF-1α accumulation through suppression of mitochondrial respiration in lung cancer cells.
34845361	2022	Br J Cancer	Journal Article;Review;Research Support, N.I.H., Extramural	Q10_lung_cancer_tf_network	Genetic and epigenetic regulation of the NRF2-KEAP1 pathway in human lung cancer.
34775559	2022	Environ Sci Pollut Res Int	Journal Article	Q10_lung_cancer_tf_network	Bioinformatics approach to identify common gene signatures of patients with coronavirus 2019 and lung adenocarcinoma.
34687270	2022	Mol Oncol	Journal Article;Research Support, Non-U.S. Gov't	Q10_lung_cancer_tf_network	Lung cancer cells expressing a shortened CDK16 3'UTR escape senescence through impaired miR-485-5p targeting.
36670936	2022	Antioxidants (Basel)	Journal Article	Q12_pah_bpd_tf	Specificity Protein 1-Mediated Promotion of CXCL12 Advances Endothelial Cell Metabolism and Proliferation in Pulmonary Hypertension.
36569898	2022	Front Immunol	Journal Article;Research Support, Non-U.S. Gov't	Q12_pah_bpd_tf	Tartrate resistant acid phosphatase 5 (TRAP5) mediates immune cell recruitment in a murine model of pulmonary bacterial infection.
36533591	2022	J Am Heart Assoc	Journal Article;Research Support, Non-U.S. Gov't	Q12_pah_bpd_tf	PVECs-Derived Exosomal microRNAs Regulate PASMCs via FoxM1 Signaling in IUGR-induced Pulmonary Hypertension.
36467480	2022	Front Pediatr	Case Reports;Journal Article	Q12_pah_bpd_tf	Case Report: De novo variant in myelin regulatory factor in a Chinese child with 46,XY disorder/difference of sex development, cardiac and urogenital anomalies, and short stature.
36456567	2022	Nat Commun	Journal Article;Research Support, Non-U.S. Gov't	Q12_pah_bpd_tf	Moonlighting chaperone activity of the enzyme PqsE contributes to RhlR-controlled virulence of Pseudomonas aeruginosa.
36430961	2022	Int J Mol Sci	Journal Article	Q12_pah_bpd_tf	New TMA (4,6,4'-Trimethyl angelicin) Analogues as Anti-Inflammatory Agents in the Treatment of Cystic Fibrosis Lung Disease.
36214448	2022	Elife	Journal Article;Research Support, Non-U.S. Gov't;Research Support, N.I.H., Extramural	Q12_pah_bpd_tf	Decoding the IGF1 signaling gene regulatory network behind alveologenesis from a mouse model of bronchopulmonary dysplasia.
